project_id:ID(Project),acronym,title,status
101200261,PLANET,Pushing the Limit of Aerosol Nanoscale Engineering with Tiny nanoparticles,SIGNED
101200284,MEMORAT,Continual learning and memory for sounds in rat,SIGNED
101200297,FINESSE,Studying hybrid speciation and introgression using a natural fungal model system,SIGNED
101200301,GENREG,Generic regularity of area minimising hypersurfaces and mean curvature flows,SIGNED
101200304,Beta-STEALTH,From harassing to harnessing beta-cells in type 1 diabetes,SIGNED
101200307,BindingShadows,Repository-wide screening for bioactivity and protein binding  using small molecule mass spectrometry data,SIGNED
101200311,MAGICON,MAterials Genome engineering for re-Inventing CONcrete,SIGNED
101200321,MONOFUN-CV,Modulating non-canonical functions of microRNAs in cardiovascular disease,SIGNED
101200322,BIOSSCI,Biosocial Security: Social Science Transformations of Biosecurity,SIGNED
101200330,CP-PeLED,Controlling Chirality Transfer for Efficient Circularly-Polarized Perovskite Light Emitting Diodes,SIGNED
101200365,ENTIRE,Experimental Continuation in Nonlinear Dynamics: Aerospace Engineering and Beyond,SIGNED
101200375,mt-REMs,Deconvoluting Signaling Activities of Mitochondrial-derived Reactive Metabolites with Unparalleled Depth and Spatiotemporal Precision,SIGNED
101200381,COPS,Cooper-pair spectroscopy: A new window into the world of superconductivity,SIGNED
101200389,ArbEvo,A novel evolutionary perspective on language: The advantage of arbitrariness and roots of discreteness,SIGNED
101200390,MATIC,MATIC: Materiality of Imperial Crossings during the age of steam (c. 1850-1950),CLOSED
101200402,HEALTHINEQ,Uncovering Inequality in Health and Healthcare: Data-Driven Insights for Policy Change,SIGNED
101200403,FARIA,Forecasting and understanding the seIsmic cycle through b-value,SIGNED
101200424,Mind-the-NEXUS,Theorizing the Drivers of the Asylum-Far Right Nexus in Rural Europe,SIGNED
101200429,PICNIC,Probabilistic photonic computing,SIGNED
101200433,META-LEARN,Meta-Learned Machine-Learning Interatomic Potentials for Ab initio Engineering of Chemical and Microstructural Complexity,SIGNED
101200453,BRIGHTS,Bright High Spin Molecular Semiconductors,SIGNED
101200477,GOOD INTENSIONS,New Foundations for Intensionality,SIGNED
101200478,MemoryIndex,The human hippocampus as a complementary indexing machine for episodic memory,SIGNED
101200505,ClassicPlus,Classical and Semiclassical Aspects of Amplitudes,SIGNED
101200507,Oecologie,The German Sources of Ecology,SIGNED
101200514,OPTiMiSE,Optimal Transport and Metric Structures for Evolution Problems,SIGNED
101200530,NextWheat,New approaches for the analysis and utilization of wheat genetic diversity,SIGNED
101200545,HEART2ADAPT,Autonomic Balance for Adaptive Decision Making,SIGNED
101200554,REALTOWIND,Real-time optimal control of wind-farm atmosphere interaction,SIGNED
101200557,CORDheal,The roadmap enabling spinal cord regeneration in mammals,SIGNED
101200558,PosthumanMusic,Posthuman Music: Creative Practices after AI and Blockchain.,SIGNED
101200564,HYPER,When antimatter meets strangeness: a new era for precision hypernuclear physics,SIGNED
101200584,AI-Twin,AI-Twins of Human Experience: Towards Personal Generative AI-Systems for Amplifying Human Cognition,SIGNED
101200596,HDPER,High-dimensional probability in ergodic theory and representation theory,SIGNED
101200600,JesLibSouth,Books in the Borderlands of the Iberian Worlds: Jesuit Libraries and Cultural Transformation in South America (17th and 18th Centuries),SIGNED
101200605,SUBALTERNEGY,Subalternity in Early Egypt (2700-2200 BC),SIGNED
101200625,EMRIWaveforms,Waveforms for Extreme Mass Ratio Inspirals,SIGNED
101200626,MultiProp,Functionalisation of Propellanes and Bicycloalkanes using Multicomponent Reactions,SIGNED
101200634,3TMAAP,"Time-Traveling Trees: Machine-reading the Past, Present, and Future of Climate Change Adaptation from Archival Aerial Photography",SIGNED
101200637,SUBLIME,Submarine Landslides Impact on Coastal and Offshore Environments: Modelling and Forecasting,SIGNED
101200645,HA-FRONTIER,Pushing the Frontier of Heterogeneous Agent Macro: Expectations Formation and Economic Crises,SIGNED
101200655,CORNERSTONES,Disruptive Economies and Macrolithic Technologies in the Euro-Mediterranean Bronze Age,SIGNED
101200657,CASAlibra,Casimir Self-Assembly out of Equilibrium,SIGNED
101200669,OptiMEG,Non-invasive recording of deep brain activity:  mobile sensors optimized with intracerebral measures,SIGNED
101200671,REDI,Rethinking EDI Practice and Policy through Evolutionary Psychology,SIGNED
101200673,REFEMP,Rethinking Failed Empathy in Narrative Fiction,SIGNED
101200674,SPEAR,Sub-Neptunes as Predecessors for Earth-like planets Atmospheres Research for Habitability with the ELTs,SIGNED
101200693,DUST,From gas to dust: searching for the reactions at the origin of the first solids in the solar system,SIGNED
101200702,AMIN_MENA,Enhancing Social Stability and Cohesion to Reduce Conflict Risks in the MENA Region,SIGNED
101200706,IMACON,3D Imaging of Conductance Networks at the Nanoscale,SIGNED
101200711,MATRACs,Tumor acidosis targeted delivery of immunotherapy by Marker-Agnostic TumoR-Anchoring Chimeras,SIGNED
101200719,SteadyNMR,"Unleashing the power of steady-state high-resolution NMR: Methods, Molecules, Metabolism",SIGNED
101200736,CaZeo,Cascade reactions with Zeolites in compartmentalized settings,SIGNED
101200737,ProtMechCell,Single-protein mechanochemical regulation of cell function,SIGNED
101200758,PhylFun,Phylogenetic taxonomy and classification of fungi,SIGNED
101200759,CRYPTO-AI-FUTURE,Enhanced productivity of resurrection photosynthetic organisms in a CO2-richer future: tipping the global carbon and oxidant balance,SIGNED
101200763,Beta_cell_protection,Uncovering Protective Mechanisms in Pancreatic β-Cells to Enhance Their Survival in Type 1 Diabetes,SIGNED
101200776,QuantumEngine,Quantum Engines in Ultracold Gases,SIGNED
101200781,MENBELONG,Belonging for Single Migrant Men: A Cross-Country Comparative Perspective,SIGNED
101200783,syRNAlb,Human serum albumin nanoparticles for synergistic chemotherapy and oligonucleotide therapy against oncogenic lncRNAs in lung cancer,SIGNED
101200788,EvOCRO,Evolutionary Origins of Cognition in Crocodiles,SIGNED
101200794,DC-PGE,DNA-binding domain Conditioned Precision Genome Editing,SIGNED
101200816,DecodPhones,Contributions of Prosodic and Lexical Cues to the Decoding of Phonetic Information from Speech,SIGNED
101200826,Aquiverse,"Aquiverse: a collaborative study of initiatives of groundwater care to re-think, improve and support its governance.",SIGNED
101200828,ReGroStaFT,Renormalization Group and Statistical Field Theory,SIGNED
101200830,LegoLiver,"(Re)constructing the liver, brick by brick",SIGNED
101200850,ZAMBEZI,Zambezian Entanglements in the South Central African Iron Age,SIGNED
101200860,FAQ-QuantuM2D,Far-Away-from-eQuilibrium QANTUm Matter in 2D,SIGNED
101200868,LeakingOceans,From Buried Ocean to Surface Ice:  Spectral Signatures of Leaking Oceans on Icy Moons.,SIGNED
101200871,NANOBAC,Antibody-guided design of multivalent nanoparticle vaccines against bacterial pathogens,SIGNED
101200889,DiSrupT RR-TB,Direct on Sputum Sequencing to Interrupt Transmission of Rifampicin Resistant Tuberculosis,SIGNED
101200904,MARGINAL,Modernist Authors' Reading: Genesis in Authors' Libraries,SIGNED
101200916,OA-CONNECT,Connecting Joint Function to Chondrocyte Biology in Knee Osteoarthritis,SIGNED
101200945,DANCE,Dark Nerd Communities: A multi-method exploration of toxic degradation in the adolescent technosphere,SIGNED
101200946,CODEBREAKER,Conformal Organic Devices for Electronic Brain-gut REAdout and CharactERisation,SIGNED
101200947,INFINITY,The OrigINs of FINancial FragilITY,SIGNED
101200948,CRIMLIFE,Criminal Life-Course Trajectories Globally,SIGNED
101200949,NextReason,Next Generation Computer Assisted Reasoning,SIGNED
101200955,DMoS,Engineered DNA Moiré Superlattices,SIGNED
101200990,NatClim,Predicting the Natural Future of Earth’s Climate,SIGNED
101200999,PRFI,Incentives and Dynamics of Innovation,SIGNED
101201005,FLOW,The rhythms of our mind. A mechanistic model of how oscillating body-brain states structure human cognition,SIGNED
101201007,PlankDiv,Diversification of the Eukaryotic Plankton  in the Sunlit Ocean,SIGNED
101201013,FIND ME,Forensic anthropological Identification to Name the Dead Migrants in Europe,SIGNED
101201020,BRICMEM,Brain-inspired Computational Memory,SIGNED
101201023,AXIOM,Adjoint-accelerated Inference and Optimization Methods,SIGNED
101201024,ProSync,Precise optical synchronization of high-speed electronics with microcombs,SIGNED
101201037,RealSuper,Realistic modeling of unconventional superconductors,SIGNED
101201045,SCIENTIA,Enhancing the interoperability of cyber-physical systems within their digital supply chains,SIGNED
101201060,LIGHT,LIfestyle-Genotype Holistic inTeractions on mortality,SIGNED
101201061,LubeTwin,Constructing the continuum-physics core of a digital twin for tribological contacts under boundary and mixed lubrication conditions,SIGNED
101201067,ReSpecTreg,Resolve human autoantigen-specific regulatory T cell responses,SIGNED
101201077,UltraWave,Quantum entanglement with ultrashort charge wavepackets,SIGNED
101201118,MIA,Modelling Individual Acoustics for plausible extended realities,SIGNED
101201120,ODD-ML,ODD-ML: Out-of-Distribution Deployable Machine Learning,SIGNED
101201123,SELFiE,Becoming me: how does the infant brain construct a self?,SIGNED
101201130,TRANSFORM,"The Late Scholastic Transformation of Hylomorphism. Philosophical Discussions of Form and Matter in Context, 1400-1600",SIGNED
101201150,DISKS-ROCK,Deciphering the building blocks of rocky planets using JWST spectra of planet forming disks,SIGNED
101201153,TIME,Get track of time for all events from the nano- to the crystal particle level in nanoporous materials,SIGNED
101201156,FreeQCC,Free Electrons to Bound Electrons and Photons Quantum Coherent Coupling,SIGNED
101201163,REACT,REvolutionising the use of coherent x-ray diffraction for structural crystallography Applied to CaTalysis,SIGNED
101201180,IN and OUT,"In with the good, out with the bad: understanding small molecule influx and efflux in gut Bacteroides.",SIGNED
101201207,FINANCEforALL,Financial Education in the Workplace: Combining Experimental Evidence with Administrative Data,SIGNED
101201212,STATETECH,State-tech relations in the datafied welfare state: Examining the computational transformation of the European social model,SIGNED
101201216,CaptuRel,Capture-and-Release Organic Nanomaterials for Optical Sensing and Control of Cells,SIGNED
101201217,SuperCut,Super-Resolution deciphers DRP1's Cut: Mitochondrial Fission during Apoptosis via SMLM and MINFLUX,SIGNED
101201229,SAGMOS,Statistical Analysis of Generative Models,SIGNED
101201230,eCMZs,Galaxy Centers: Understanding Star Formation in Extreme Environments,SIGNED
101201241,BactOMPbuild,Understanding outer membrane protein biogenesis in Bacteroidota bacteria,SIGNED
101201247,VIMUS,(In)Visibility of Illegalized Migrants in the Urban Settings,SIGNED
101201249,SCULPTABELLUM,Sculpting cerebellar activity across timescales,SIGNED
101201252,ECHo-LE,Electron Capture in Ho-163 - Large Experiment,SIGNED
101201268,TRANSION,CONNECTING VOLTAGE-GATED POTASSIUM CHANNELS TO TRANSCRIPTIONAL AND TRANSLATIONAL REGULATION,SIGNED
101201269,MM-ZERO,Main Group Metals in Oxidation State Zero for Bond Activation and Catalysis,SIGNED
101201272,Off-Bench,Judges’ Off-Bench Activities: Evidence and Theory on Judicial Politics from Africa.,SIGNED
101201278,DarkSHunt,Hunting sub-GeV Dark Sectors,SIGNED
101201281,OCHRE,Optimisation and Control strategy of Hydrogen Recirculation in PEMFC systems considering phase changes (OCHRE),SIGNED
101201284,EVOTHERM,Reconstructing the Molecular Evolution of Non-Shivering Thermogenesis,SIGNED
101201285,TECHORDER,Geopolitical Struggles of the Emerging Global Tech Order,SIGNED
101201303,VOICES,Voices from the Deep South: the rise of Pattu song cultures of South Asia,SIGNED
101201307,TROUBGEN,The Trouble with Gender,SIGNED
101201339,METACOMP,Meta-complexity: A Unified Approach to the Complexity of Proofs and Computation,SIGNED
101201356,ULMI,Ultrafast All-Electron Microscopy,SIGNED
101201360,LUMINOUS,Light interaction with synthetically moving metamaterials,SIGNED
101201386,DeepRibosome,Visual Translatomics – Deep ribosomal insights by cryo-electron microscopy of actively translating ribosomes,SIGNED
101201397,DISEQUAL,"The Discrimination-Inequality Cycle: Bridging Unequal Treatment and Unequal Outcomes across Countries, Regions and Workplaces",SIGNED
101201412,ChronoGal,Chronology of our Galaxy from Gaia Color-Magnitude Diagram fitting,SIGNED
101201413,AQUAFRAME,Advancing QUAsiperiodic metal-organic FRAMEworks for atmospheric water harvesting,SIGNED
101201419,SOCRESTA,"Social Relations and the State in Renaissance Germany: Feud and the Law in the Prince-bishopric of Würzburg, 1500-1600",SIGNED
101201424,ACDCSUN,A new look at the solar coronal heating problem,SIGNED
101201454,SUSTAIN,Sustainable Urban Strategies Through Adaptive reuse for Integrated Neighbourhoods,SIGNED
101201460,SPADArt,A Digital Spatial Approach to Decoding Domestic Art Display across Early Modern Antwerp Society,SIGNED
101201464,MEMSUGAR,Mechanism of Sugar Transporters involved in Human Health and Disease,SIGNED
101201468,MiRACLE,MiRACLE:Millimeter scale Repeatable and Absolute Coherent Localization Enablers,SIGNED
101201472,BRIGHT,Bridging scales for integrated high-resolution modeling of the long-term transition to sector-coupled net-zero energy systems,SIGNED
101201475,UnMiss,Uncovering the hidden origin behind the missing heritability,SIGNED
101201478,WOW,The Waging of War,SIGNED
101201479,SPECIES,Between Fixism and Evolutionism: The Origin of Species in Medieval Thought,SIGNED
101201482,BAYESIAN BOOST,Coherent Hypothesis Tests for Experimental Research,SIGNED
101201485,FEMFRONTIER,Female Flourishing and the Economic Frontier,SIGNED
101201488,Decode-And-Treat,Decoding and Treating Cancer-Induced Cachexia,SIGNED
101201497,MaPPLexiC,Multilingual Production Principles of Lexical Collocations,SIGNED
101201502,ONESPIN,Single-spin magnetic resonance spectroscopy and imaging,SIGNED
101201503,IMPERIAL ENCOUNTER,The Imperial Encounter in Early Islamic Egypt:  Dissecting the Aphrodito Archive,SIGNED
101201510,UNITE,Robust Generative Information Retrieval,SIGNED
101201517,Neutros,Targeting neutrophils in colorectal cancer,SIGNED
101201542,Correlated_Disorder,Modeling disorder in crystalline materials using systematically improvable correlated methods,SIGNED
101201543,ROMEO,Cracking the code on tumor targeting with nanostructures: competitive kinetics and extracellular vesicles,SIGNED
101201550,CoCoDyMo,"Co-morbidity and co-infection dynamicCo-morbidity and co-infection dynamic modelling to optimize the control of neglected tropical diseases, tuberculosis, malaria and HIV across vulnerable populations",SIGNED
101201568,FRAMEGLOW,Advanced Quantized FRActure MEchanics models of ice and snow for GLObal Warming risk mitigation,SIGNED
101201570,CLONAL,Development and diversity of root suckers,SIGNED
101201575,SuTra,Surveillance of Translation: From Molecular Mechanisms to Roles in Disease,SIGNED
101201579,UPDRAFT,Understanding and PreDicting the Rapid development of storms: A new ForecasTing framework,SIGNED
101201582,SympNetO,Sympathetic Neural Networks protecting against Obesity,SIGNED
101201596,NIMFE,New International Monetary and Financial Environment,SIGNED
101201604,REACT,"Re-imagining Activism, Communication and Trajectories of Participation in the Global South",SIGNED
101201611,COOLIO,Controlled Dynamics in Cold Quantum Matter,SIGNED
101201640,RECONSIDER,Rethinking Peace and Policing in the Favelas in Rio de Janeiro,SIGNED
101201645,MOLCONN,Molecularly informed dense connectomic mapping of mammalian brain tissue,SIGNED
101201649,CCnoisyQC,Computational Complexity of Noisy and Perturbed Quantum Systems,SIGNED
101201656,BodyElectric,BodyElectric: Unlocking the Potential of Electrotactile Haptics,SIGNED
101201672,epiC9repair,Targeting rogue DNA repair and genomic instability as novel toxicity mechanisms in C9orf72 ALS/FTD,SIGNED
101201676,PLARNASENS,Sensing of cytoplasmic double-stranded RNA in plants,SIGNED
101201685,OrthoScript,Expanded genetic alphabets for orthogonal encoding of genetic information,SIGNED
101201768,ENLIGHTEN,ExploriNg Lightning Initiation and Gamma-ray High-energy emission in Thunderstorm ENvironments,SIGNED
101201772,IMPACT,charting Immunological Maps of Populations Across Complex disease and lifetime Trajectories,SIGNED
101201783,RIBOTICS,RNA Origami Technology in Cell Systems,SIGNED
101201785,NANOCLICS,Unveiling organomineral associations at the nanoscale by bridging their structure and dynamics,SIGNED
101201790,CardioGROWTH,Recapitulating the growth of the human heart to mature cardioids,SIGNED
101201808,SMALL-6G,Structured Model- and Learning-based Localization to Support Reconfigurable Intelligent Surface-aided 6G Systems,SIGNED
101201819,DansMol,The Dance of Molecules:  Rhythmic Systems through Organic Catalysis,SIGNED
101201831,PSC-ZB,Sustainable Decentralised Storage: Integrated Perovskite Solar Cells-Zinc Quasi-Solid Batteries (PSC-ZB),SIGNED
101201832,FORUM,FORUM: Formation and Organization of Markets in Ibero-American Cities – Regulation and Adaptation of Iberian Urban Models (15th-17th Centuries),SIGNED
101201833,KEYSTONES,Cultural Keystone Species as a tool to co-design biocultural stewardship for biodiversity conservation,CLOSED
101201836,MITO,Scalable real-time monitoring of 3D cell cultures with electrical impedance microtomography,SIGNED
101201843,BTChron,Advancing Bayesian Methods for Typo-Chronologically Dated Archaeological Datasets,SIGNED
101201852,Complexi,The Role of Complexity in Decision-Making,SIGNED
101201867,SPECIFY,"Exploring diversity in wild wheat relatives and their septoria pathogens to unveil determinants of specificity, effector dynamics, and resistance gene composition host",SIGNED
101201887,FireBacteria,Fighting Resistant Bacteria with Antimicrobial Peptides,SIGNED
101201892,RADBLOCK,Macrophage blockade for the improvement of targeted radionuclide delivery to malignant tumours,SIGNED
101201900,DaNSEC,Dance-induced Neural Synchrony for Embodied Connection,SIGNED
101201903,Waste2Chem,Water-driven redox biocatalysis utilizing industrial waste heat as energy source,SIGNED
101201907,PlONat,Nature Pluralism: Consequences of the Ontological Turn in Anthropology for Western Rationality.,SIGNED
101201919,DEPYR,Development of a general strategy for the conversion of pyridines into benzonitriles,SIGNED
101201927,NONA,Novel Natures? Nature conservation and emerging high impact (bio-)technology,SIGNED
101201928,CircTourEU,Advancing Circular Economy Adoption in EU's PAs: A Realist Evaluation and Evidence-Informed Approach,SIGNED
101201941,ModIX,Modernism and Illness Experience: Embodied Strategies of Textual Production,SIGNED
101201944,ASSIST,Aware Systems for Smart Interactive muSeums and arT,SIGNED
101201950,GOLIA,"Governing, Optimising and Leveraging Innovations proActively for shaping future proof holistic mobility system through data-driven and social optimum-led model",SIGNED
101201954,BONSAI,Bounds On Numerical Syzygies And Invariants,SIGNED
101201955,CADAPIL,Computer-Aided Design of Ionic Liquids as Active Pharmaceutical Ingredients,SIGNED
101201960,FOODRED,"Rethink, Reduce and Refuse: Can the Food Industry change fundamentally to meet UN Sustainable Development Goal 12?",SIGNED
101201966,ThalamoLinkIT,Synaptic signatures: Understanding thalamocortical circuit specification and disease vulnerability,SIGNED
101201972,VenHisCred,Venetian Historiography and Public Credit 1200–1600,SIGNED
101201981,O2ZOOM,Impacts of ocean oxygen loss on zooplankton behavior and the carbon cycle,SIGNED
101201988,MILESTONE-6G,Autonomous Networked Wireless Power Transfer for Zero-Energy 6G Massive Internet of Things,SIGNED
101202001,DECONSTRUCT,A strategy for the deconstruction and functionalization of saturated nitrogen heterocycles using boryl radical reactivity,SIGNED
101202007,EEA4CCAM,"Electrical and electronic architecture for connected, cooperative and automated mobility",SIGNED
101202014,OPTDEM,Price multipliers in the options market.,SIGNED
101202015,RISE,RISE. Transfeminist resistance against heteroactivism and the antigender movement in stateless nations,SIGNED
101202017,SPACE-FML-PROTECTION,Advancing Space Debris Protection with Fiber-Metal Laminates (FML),SIGNED
101202019,MECHGEN,The MECHanical GENome: How DNA sequence guides chromosomal organization and dynamics,SIGNED
101202022,STRESSADHD,Sex differences in the persistence of ADHD in relation to childhood adversity and stress exposure,SIGNED
101202025,PetalPure,Advancing Bio-purification of Anti-cancer Therapeutic Peptides via Crystallization using Surface Modified Heteronucleants,SIGNED
101202041,SULBOR,A Radical access to S(IV) compounds via modular coupling with alkyl halides using boryl radicals,SIGNED
101202043,GendMedHab,The Role of Gender in Medical Care. The Case of the Imperial Habsburg Family (16th–17th centuries),SIGNED
101202045,RoBHin-ETG,Rotating black holes in effective theories of gravity,SIGNED
101202047,StopKidneyCachexia,Contribution of adipose tissue and liver to cachexia associated with chronic kidney disease,SIGNED
101202049,MDietSafe,Exploring unregulated contaminants in the Mediterranean diet; A first insight into the safety of this Intangible Cultural Heritage,SIGNED
101202061,MicroLight,Novel ultrafast fiber microlaser for applications in Microwave Photonics and Communication Networks,SIGNED
101202066,FLAVCAN,Innovative Flavonoid-based Nanoparticles (Flav-NPs) to Fight Against Colorectal Cancer (FLAVCAN),SIGNED
101202083,HINOVA,Novel analytic methods for precision Higgs boson physics,SIGNED
101202085,Soft-Scout,Controlling Soft Robots for Advanced Adaptivity and Versatility in Confined Spaces,SIGNED
101202094,EEBio,Extremophile Engineering Biology for Applications in Extreme and Low-Resource Environments,SIGNED
101202101,CPT2K2HK,Utilising the upgraded T2K near detector and developing water-based liquid scintillator technology towards a CP violation measurement in neutrinos,SIGNED
101202107,TRACETHEM,Tracing the Lost. Understanding and Addressing Disappearances in Contemporary Mexico,SIGNED
101202109,QSDL,Quantum-secure multi-party deep learning,SIGNED
101202110,IANUS,Integrative MSCA Achievements and Networks for Unified Strategies,SIGNED
101202116,ClimSHIFT,Replaying the ecological tape: Predicting CLIMate-driven SHifts In past and Future species' distribuTion limits?,SIGNED
101202117,LandVoICE,Landscape Vocabulary in the languages of Iran: Conceptualising Ecosystem across the Zagros mountain and Southern desert ecoregions,SIGNED
101202118,GoalFlex,"Developing an integrative framework of goal flexibility, depression, and anxiety symptomatology",SIGNED
101202125,VISTA,Virtual Immersion for Student Awareness of Climate Change,SIGNED
101202133,PRAISE,Philosophical Recommendations at Central European Arts Faculties in the Late-Middle Ages,SIGNED
101202140,LUX,Luxury and Modern Global Order,SIGNED
101202143,GlycoRoads,GlycoRoads: A platform for the de novo design of glycans,SIGNED
101202161,AlgHOF,Algorithmic higher-order Fourier analysis,SIGNED
101202163,COANA,Next Generation Software Supply Chain Security,SIGNED
101202167,AdBiCon,Adapted Biomineralisation for municipal solid waste reuse into Concrete (AdBiCon),SIGNED
101202168,ORIGIM,Organic's genesis on Mars,SIGNED
101202183,VEAT-ChiP,Development of a novel hiPSCs-derived Vascularized-Epicardial-Adipose-Tissue-on-Chip model to investigate cellular crosstalk in healthy and stressed states,SIGNED
101202186,RADIANCE,"Research Advisors in action, NCP cooperation for excellence",SIGNED
101202198,BREATHO,Breakthrough Synergy in Heterojunction-Ordered Oxide Nanocomposites for Accelerated Oxygen Reduction,SIGNED
101202227,STRIPES,The origin of living wild equids (zebras and asses): Fossils and molecules fill the gap in the evolutionary history of the genus Equus.,SIGNED
101202228,HIDDEN,HYBRID INTELLIGENCE FOR ADVANCED COLLECTIVE PERCEPTION AND DECISION MAKING IN COMPLEX URBAN ENVIRONMENTS,SIGNED
101202231,SYNOPSIS,SYNergic multimodal platform for high-throughput anti-cancer bOne-metastases theraPy ScreenIngS,SIGNED
101202235,ImHuMult,(Im)politeness and conversational humour in a multicultural society: Exploring new media and real-life contexts,SIGNED
101202238,GROWMETA,Uncovering the link between bacterial growth and secondary metabolite dynamics in soil biocrusts,SIGNED
101202243,NanoMassPhotometry,Transforming single-molecule mass measurement by rotating total internal reflection mass photometry,SIGNED
101202256,FRIES,Fluid-Rock Interactions for Environmental Sustainability,SIGNED
101202258,VIBE,Characterising game-based Virtual Interactions facilitating prosocial BEhaviour,SIGNED
101202263,LR-SLIDE,Physical analysis of Long-Runout landSLIDEs in tectonically-active regions,SIGNED
101202267,HydroMOF,Rational design of hydrophobic MOFs for energy applications,SIGNED
101202270,FLOTSAM,"Fragmented data, LOst voices and The potential Silences of the digitised Archive: The case of early modern Maritime disability.",SIGNED
101202271,Syn-to-Sum,"Investigating NMDA Receptor Contributions to Postsynaptic Potentials, Synaptic Integration and Hippocampal Network Dynamics",SIGNED
101202281,ECO,Echoes of Rome: Deciphering Hispania’s Coinage Origins with Lead Isotope Analysis,SIGNED
101202298,STELLAR,"SAFE, SUSTAINABLE, AND HIGH-THROUGHPUT PRODUCTION OF RELIABLE LITHIUM METAL ANODES FOR GEN 4B/4C/5 BATTERIES",SIGNED
101202306,ADJUST,"Automatic Decision making and JUSTice: artificial intelligence, court actors and the right to a fair trial",SIGNED
101202312,DeDAMPL,Exploring a Dehydrating/condensation enzyme Domain for a Diversified Antimicrobial Peptide Library,SIGNED
101202316,QPIDControl,Quantum state engineering through PID control,SIGNED
101202319,ABRB,Experiences of Abortion in Black Rural Brazil,SIGNED
101202320,ARGOS,ARGOS (“Acoustic Reporter Gene Overhaul in Saccharomyces”),SIGNED
101202326,NKT-in-NDD,Investigating CD1d-dependent neuronal activation of natural killer T cells and its impact on neurodegenerative disease,SIGNED
101202334,Bim-CH-Act,Bimetallic Complexes for the Activation and Catalytic Functionalisation of Vinylic C-H Bonds,SIGNED
101202342,REFINE2LASE,Monodisperse Nanocrystals: Thermal Refinement for High-Performance Microlasers,SIGNED
101202346,GenPrISA,Geneaologies of Progressive Islam in South Africa: an Intellectual History of the Claremont Main Road Mosque,SIGNED
101202351,DyLiOpt,Dynamic Lighting Optimization for Enhanced Occupant Health and wellbeing: A Digital Twin Approach Integrating Behavioral Insights,SIGNED
101202359,MoRE,Multilingualism or Relative Engagement (MoRE): Neurocognitive Outcomes Beyond Bilingualism,SIGNED
101202381,DIFFUSION,DeconstructIng Forest Functions Under Scattered Incident radiatiON,TERMINATED
101202402,HiddenFun,Plant functioning hidden belowground: an interdisciplinary approach to studying nutrient acquisition and transport across growth forms,SIGNED
101202409,Intra-RANKL,Targeting intracelular RANKL in breast cancer,SIGNED
101202418,3D-Intel-Surgery,"3D Scene Reconstruction, Segmentation and Augmented Reality for Robotic and Endoscopic Surgery",SIGNED
101202421,MebaGINO,Mechanical Basis of Genome Organisation through INO80,SIGNED
101202429,EvoDCode,Deep representational learning of the evolutionary DNA code in the vertebrate pallium,SIGNED
101202433,RESiLiTE,"Robust, Economical, Silicon-rich, Lightweight and Thermally Efficient battery packs",SIGNED
101202439,SWEATHEART,Smart wearables for tailored health and exercise assessment of real-time training,SIGNED
101202441,ActiMech,Activated Mechanophores for the Development of Mechanically Adaptative Materials,SIGNED
101202451,CULTEMO,Cultured Emotions: A Conceptual History of Alexithymia and the Imperative of Emotional Certainty,SIGNED
101202457,AIGGREGATE,"AI-enhanced collective intelligence for resilient, ethical and user-centric awareness and decision making in CCAM applications",SIGNED
101202459,DARE SGA 1,Digital Autonomy for RISC-V in Europe (Specific Grant Agreement 1),SIGNED
101202479,PlantsStressIron,The function of iron homeostasis in plant stress responses,SIGNED
101202483,VWF-MISS,The Von Willebrand Factor-Macrophage Intracellular Signaling Study (VWF-MISS) in linking hemostasis and inflammation,SIGNED
101202485,NeuroNzyme,Conductive Nanoeuctectogels: Self-Powered Nanobioelectrodes for  in situ Neuroprotection in Stroke Recovery (NeuroNzyme),SIGNED
101202495,SIERRA,"Safe, sustainable, lIghtwEight and high-perfoRmance Ni-Rich NMC battery pack with Advanced cell-to-pack monitoring for decarbonising heavy-duty vehicles",SIGNED
101202507,MSCA-GLOPOL,MSCA-GLOPOL: MSCA Global Cooperation: Policy Enhancement and Strategic Promotion,SIGNED
101202508,VASPRINT,Designing Vascular Geometries in 3D Bioprinted Models for Immuno-oncology,SIGNED
101202522,POSSIS,Positive Solutions in the Sciences,SIGNED
101202527,M-HEAL,Mental Health of Employees: Analysis and Learnings,CLOSED
101202535,PTSTORM,Extreme Precipitation Response to Temperature Variations: The Role of Storm Types and Global Circulation Patterns,SIGNED
101202553,FRESH,Flanders' Riverine Exploitation and ecoSystems throughout History,SIGNED
101202556,HOLOGISTICS,Holistically Optimised Logistics Operations and Green Innovative Solutions for Transport Cargo Sustainably,SIGNED
101202557,ActiveFovea,Premotor visual perception in the fovea and foveola,SIGNED
101202569,SMALLGIANT,Small RNAs in immunity and regulation of giant endogenous viral elements in eukaryotes,SIGNED
101202572,SOVILASAZION,"The Soviet Union and Israel in the Global Cold War: Antisemitism, Anti-Zionism, and the Ideology of Soviet Foreign Policy (1967-1991)",SIGNED
101202581,WARRaNT,WAterborne fedeRated systems and models for secuRe and resilieNt operations,SIGNED
101202584,DiscoverableTumor,Oncogene-driven immunosuppression via glyco-immune checkpoint modulation in pancreatic ductal adenocarcinoma.,SIGNED
